Segmento,Segmento 1,Nome_Fantasia,Tel 1 ,Tel 2 ,Tel 3,Tel 4 ,Tel 5 ,Tel 6,E-mail ,Contato ,Rua ,Bairro ,Municipio ,UF ,CEP,ROTERIZAÇÃO ,Finalização ,__PowerAppsId__
,"TECNOLOGIA DA INFORMAÇÃO","MacStore","(21) 2512-4414",,,,,,,,"Galeria 487 Rua Visconde de Pirajá, 487 Lojas 206 e 207","Ipanema","Rio de Janeiro","RJ","22410-003","-22.984025834441045, -43.20972380116234",,
"Agência de turismo","TURISMO","Local Expedition","(21) 99841-2303",,,,,,,,"R. Marquês de Abrantes, 168 - loja 5 - Flamengo, Rio de Janeiro - RJ, 22230-061",,,,,,,
"TECNOLOGIA DA INFORMAÇÃO ","TECNOLOGIA DA INFORMAÇÃO","iQueens","(21) 3507-0300",,,,,,,,"R. Visc. de Pirajá, 156 - Loja F","Ipanema","Rio de Janeiro","RJ","22410-000","-22.984097288750448, -43.199495201162286",,
"Turismo","TURISMO","Netitur Agência de Viagens e Turismo","(21) 3072-0339",,,,,,,,"R. do Catete, 214 - Loja 29 - Catete, Rio de Janeiro - RJ, 22220-001",,,,,,,
,"TECNOLOGIA DA INFORMAÇÃO","Cartuchos Ipanema","(21) 2523-7075",,,,,,,,"R. Visc. de Pirajá, 188 - Loja i - Ipanema, Rio de Janeiro - RJ,","Ipanema","Rio de Janeiro","RJ","22410-000","-22.984057419976565, -43.200329574178404",,
"Tecnologia ",,"Shopping Infomix Botafogo - Celulares, Informática e Tecnologia Assistência e Acessórios de Celular, Notebook, TV, Games RJ","(21) 96478-1947",,,,,,,,"R. Voluntários da Pátria, 261 - Botafogo, Rio de Janeiro - RJ, 22270-003",,,,,,,
,"TECNOLOGIA DA INFORMAÇÃO","iCaiu","(21) 2018-2068",,,,,,,,"R. Visc. de Pirajá, 540 - Loja 202 - Ipanema, Rio de Janeiro - RJ,","Ipanema","Rio de Janeiro","RJ","22410-002","-22.978846547233097, -43.21064306671515",,
"Turismo","TURISMO","MoneyGram - Catete - Dantur Câmbio e Turismo","(21) 3489-8440",,,,,,,,"R. do Catete, 228 - Loja 122 - Catete, Rio de Janeiro - RJ, 22220-001",,,,,,,
"Turismo","TURISMO","Nick Viagens & Turismo","(21) 2285-8000",,,,,,,,"Centro Comercial Largo do Machado - Largo do Machado, 29 - Loja 22 - Catete, Rio de Janeiro - RJ, 22221-901",,,,,,,
,"TECNOLOGIA DA INFORMAÇÃO","Primatecno","(21) 2523-2979",,,,,,,,"R. Raul Pompéia, 23","Copacabana","Rio de Janeiro","RJ","22080-000","-22.986060022450648, -43.19113726068632",,
"Estética ",,"Clínica Novitari","(21) 3204-7154",,,,,,,,"Estr. da Gávea, 847 - Loja 112 - São Conrado, Rio de Janeiro - RJ, 22610-001",,,,,,,
"Estética ",,"Clínica Saúde da Pele | Novidades","(21) 2422-3676",,,,,,,,"Estr. da Gávea, 642 - loja A - São Conrado, Rio de Janeiro - RJ, 22610-002",,,,,,,
"Turismo","TURISMO","Casa Franca Turismo e Câmbio","(21) 2285-8011",,,,,,,,"Galeria Condor, Largo do Machado, 29 - Lj. 24 - Catete, Rio de Janeiro - RJ, 22221-020",,,,,,,
"Tecnologia ",,"Info Zona Sul Shopping Informática Botafogo RJ","(21) 96811-2176",,,,,,,,"Botafogo, Rio de Janeiro - RJ, 22270-003",,,,,,,
"Turismo","TURISMO","Qualité Turismo","(21) 2245-5516",,,,,,,,"R. Dois de Dezembro, 78 - sala 205 - Catete, Rio de Janeiro - RJ, 22220-040",,,,,,,
,"TECNOLOGIA DA INFORMAÇÃO","PAXTUR ","(21) 2523-1000",,,,,,,,"R. Visc. de Pirajá, 303 - loja 114 - Ipanema, Rio de Janeiro - RJ,","Ipanema","Rio de Janeiro","RJ","22410-001","-22.981185833149656, -43.204781331581565",,
"Turismo","TURISMO","Tourisme Rio","(21) 98394-1186",,,,,,,,"R. Silveira Martins, 164 - Catete, Rio de Janeiro - RJ, 22221-000",,,,,,,
,"TURISMO","Agência de Intercâmbio STB","(21) 2512-8577",,,,,,,,"R. Visc. de Pirajá, 550 - 202 - Ipanema, Rio de Janeiro - RJ,","Ipanema","Rio de Janeiro","RJ","22410-002","-22.98348850100065, -43.211496964402315",,
"Estética ",,"Base Beleza Estética Pessoal","(21) 2137-6583",,,,,,,,"Estr. da Gávea, 899 - São Conrado, Rio de Janeiro - RJ, 22610-001",,,,,,,
"Turismo","TURISMO","Way to go brasil","(21) 3579-9437",,,,,,,,"Largo do Machado, 29 - Catete, Rio de Janeiro - RJ, 22221-020",,,,,,,
,"TURISMO","CITY TOUR RJ","(21) 97258-5010",,,,,,,,"R. Alberto de Campos - Ipanema, Rio de Janeiro - RJ,","Ipanema","Rio de Janeiro","RJ","22411-030","-22.981029392145132, -43.203141573038934",,
"Tecnologia ",,"Loja da Informática - Assistência Técnica, Manutenção e Conserto de Notebook, Computador, Impressora e Macbook | Botafogo RJ","Shopping Infomix Botafogo - Voluntários da Pátria 261 - Stand C - Botafogo, Rio de Janeiro - RJ, 22270-003",,,,,,,,"Shopping Infomix Botafogo - Voluntários da Pátria 261 - Stand C - Botafogo, Rio de Janeiro - RJ, 22270-003",,,,,,,
"Agência de turismo","TURISMO","Rio Copacabana Turismo","(21) 98375-0353",,,,,,,,"Av. Nossa Sra. de Copacabana, 613 - sala 1109","Copacabana","Rio de Janeiro","RJ","22061-000","-22.96996075352566, -43.18547995698262",,
,"TURISMO","Brazil Expedition Day Tours - Agência de Turismo","(21) 99998-2907",,,,,,,,"R. Prudente de Morais, 594 - Ipanema, Rio de Janeiro - RJ,","Ipanema","Rio de Janeiro","RJ","22420-020","-22.985019413208384, -43.202409260686366",,
"Tecnologia ",,"Cabolândia","(21) 99853-4744",,,,,,,,"Shopping de Informática - R. Voluntários da Pátria, 261 - box 8 - Botafogo, Rio de Janeiro - RJ, 22270-000",,,,,,,
"Estética ",,"Bella Rubi Estética Vip","(21) 99737-1217",,,,,,,,"Estr. da Gávea, 696 - sala 212 - São Conrado, Rio de Janeiro - RJ, 22610-002",,,,,,,
,"TURISMO","Transmundi Ipanema","(21) 2523-6040",,,,,,,,"R. Visc. de Pirajá, 330 - loja 215 - Ipanema, Rio de Janeiro - RJ,","Ipanema","Rio de Janeiro","RJ","22410-003","-22.9836814567156, -43.20450028767037",,
,"TURISMO","Plantel Turismo","(21) 3206-9800",,,,,,,,"R. Paul Redfern - Ipanema, Rio de Janeiro - RJ,","Ipanema","Rio de Janeiro","RJ","22410-080","-22.984319412031557, -43.21433498767024",,
"Estética ",,"Nova Estética","(21) 3226-0566",,,,,,,,"Largo do Machado, 29 - Catete, Rio de Janeiro - RJ, 22221-020",,,,,,,
,"TURISMO","Best Tur","(21) 3298-3828",,,,,,,,"R. Visc. de Pirajá, 82 - Loja A - Ipanema, Rio de Janeiro - RJ,","Ipanema","Rio de Janeiro","RJ","22410-003","-22.983548741037417, -43.19764096407013",,
"Agência de turismo","TURISMO","Guanatur Turismo","(21) 99674-0984",,,,,,,,"R. Dias da Rocha, 16 - , Rio de Janeiro - RJ,","Copacabana","Rio de Janeiro","RJ","22051-021","-22.97262875997701, -43.18872072999863",,
"Tecnologia ",,"ONTECK","(21) 3546-9394",,,,,,,,"R. Voluntários da Pátria, 45 C - Loja 102 - Botafogo, Rio de Janeiro - RJ, 22270-000",,,,,,,
,"TURISMO","Zeze Viagens","(21) 97320-5926",,,,,,,,"R. Visconde de Pirajá, 142 – Sala 504, 505 e 506 - Ipanema, Rio de Janeiro - State of Rio de Janeiro,","Ipanema","Rio de Janeiro","RJ","22410-000","-22.98406823451549, -43.19921100301442",,
"Estetica ",,"MD Estética","(21) 2205-5115",,,,,,,,"R. do Catete, 310 - Catete, Rio de Janeiro - RJ, 22220-001",,,,,,,
,"TURISMO","Travel Studio","(21) 97254-3640",,,,,,,,"R. Joana Angélica, 158 - Sala 105 - Ipanema, Rio de Janeiro - RJ,","Ipanema","Rio de Janeiro","RJ","22420-030","-22.982595063537804, -43.20457097232626",,
"Estetica",,"Estética e Bem Estar Lilian Fosse","(21) 98533-9018",,,,,,,,"R. do Catete, 183 - sala 202 - Catete, Rio de Janeiro - RJ, 22220-000",,,,,,,
"Agência de turismo","TURISMO","Kings Turismo","(21) 96456-0182",,,,,,,,"R. Tonelero, 186 - , Rio de Janeiro - RJ,","Copacabana","Rio de Janeiro","RJ","22030-002","-22.9659615164354, -43.18545896068677",,
"Turismo ",,"Rio City Tour","(21) 7833-2128",,,,,,,,"Estrada da Canoa, 1580 - São Conrado, Rio de Janeiro - RJ, 22610-210",,,,,,,
"Tecnologia ",,"Infoset","(21) 96474-9306",,,,,,,,"R. Voluntários da Pátria, 261 - Loja 01 - Botafogo, Rio de Janeiro - RJ, 22270-010",,,,,,,
"Tecnologia ",,"Computer & Co.","(21) 2543-6615",,,,,,,,"Rua Lauro Müller, 116 - Loja A16 - Botafogo, Rio de Janeiro - RJ, 22290-160",,,,,,,
"Estetica ",,"Centro de Tratamento Estético Corpo & Rosto","(21) 3183-2559",,,,,,,,"R. do Catete, 311 - Sala 1112 - Catete, Rio de Janeiro - RJ, 22220-901",,,,,,,
,"TURISMO","Tropical","(21) 2523-0909",,,,,,,,"R. Visc. de Pirajá, 303 - Ipanema, Rio de Janeiro - RJ,","Ipanema","Rio de Janeiro","RJ","22410-001","-22.98350350900721, -43.20504308632668",,
"Agência de turismo","TURISMO","City Rio Turismo","(21) 3066-0269",,,,,,,,"Rua Siqueira Campos, 43 - sala 529","Copacabana","Rio de Janeiro","RJ","22031-071","-22.96921023027847, -43.18449660116273",,
"Turismo ",,"Maggiore Viagens e turismo","(21) 2422-6650",,,,,,,,"Estr. da Gávea, 847 - Loja 108 - São Conrado, Rio de Janeiro - RJ, 22610-001",,,,,,,
,"TURISMO","Experimento Intercâmbio - Ipanema","(21) 99193-6217",,,,,,,,"R. Visc. de Pirajá, 550 - Loja 314 - Ipanema, Rio de Janeiro - RJ,","Ipanema","Rio de Janeiro","RJ","22410-901","-22.98335156469891, -43.21166546068632",,
"Tecnologia ",,"CASA INFO","(21) 97945-7036",,,,,,,,"R. Voluntários da Pátria, 261 - Box B - Botafogo, Rio de Janeiro - RJ, 22270-003",,,,,,,
"Estetica",,"Clínica de podologia, estética e depilação Depill Minas","(21) 2225-3913",,,,,,,,"R. Pedro Américo, 48 - Catete, Rio de Janeiro - RJ, 22211-200",,,,,,,
"Turismo ",,"D M Viagens Turismo Ltda","(21) 3216-7200",,,,,,,,"Estr. da Gávea, 696 - São Conrado, Rio de Janeiro - RJ, 22610-000",,,,,,,
"Agência de turismo","TURISMO","Mar-Tha Rio Viagens e Turismo","(21) 2545-2599",,,,,,,,"Av. Nossa Sra. de Copacabana, 928 - sala 602","Copacabana","Rio de Janeiro","RJ","22060-002","-22.975191552175946, -43.189973731850536",,
,"TURISMO","Greg’s Travels","(21) 96946-9339",,,,,,,,"R. Alberto de Campos, 77","Ipanema","Rio de Janeiro","RJ","22411-030","-22.981460516370372, -43.201112160686435",,
"Turismo ",,"Favela Tour","(21) 99989-0074",,,,,,,,"Estrada da Canoa - São Conrado, Rio de Janeiro - RJ, 22610-210",,,,,,,
"Tecnologia ",,"Conserta Macbook Botafogo - Conserto de Notebook Apple Rj","(21) 99901-9006",,,,,,,,"R. Voluntários da Pátria, 261 - sala 2 - Botafogo, Rio de Janeiro - RJ, 22270-003",,,,,,,
"Agência de turismo","TURISMO","Ely's Tour Agência de Viagens e Turismo","(21) 2542-6040",,,,,,,,"Av. Nossa Sra. de Copacabana, 259 - Loja A","Copacabana","Rio de Janeiro","RJ","22020-002","-22.966011846025474, -43.17846492999883",,
"Estetica",,"Neopelle estética","(21) 3592-6533",,,,,,,,"R. do Catete, 228 - Catete, Rio de Janeiro - RJ, 22220-000",,,,,,,
,"SAÚDE","Lëben Clínica Estética e Spa","(21) 99702-6354",,,,,,,,"R. Visc. de Pirajá, 452 - sala 207","Ipanema","Rio de Janeiro","RJ","22410-970","-22.983586302287257, -43.20854321835841",,
"Tecnologia ",,"MBE","(21) 2287-3049",,,,,,,,"Rua Voluntários da Pátria, 45 - loja 110 - galeria - Botafogo, Rio de Janeiro - RJ, 22270-000",,,,,,,
"Estetica",,"Mary Esteticista e Massoterapeuta","(21) 97613-4054",,,,,,,,"Largo do Machado, 21 - Catete, Rio de Janeiro - RJ, 22221-020",,,,,,,
,"SAÚDE","Clínica Estética Josi França","(21) 3283-5749",,,,,,,,"R. Visc. de Pirajá, 259 - sala 403","Ipanema","Rio de Janeiro","RJ","22410-001","-22.984345789150066, -43.203065716506345",,
"Tecnologia ",,"Zona Sul Celulares - Conserto de Celular Botafogo e Assistência Técnica iPhone, iPad, Apple Watch e MacBook RJ","(21) 2287-3049",,,,,,,,"R. Voluntários da Pátria, 261 - Loja: 02 - Botafogo, Rio de Janeiro - RJ, 22270-003",,,,,,,
"Estetica ",,"Estética Mello","(21) 96438-2337",,,,,,,,"R. Bento Lisboa, 9 - loja D - Catete, Rio de Janeiro - RJ, 22221-011",,,,,,,
,"SAÚDE","Mais Top","(21) 97908-0642",,,,,,,,"R. Visc. de Pirajá, 547 - loja 220 - Ipanema, Rio de Janeiro - RJ, 22410-900","Ipanema","Rio de Janeiro","RJ","22410-900","-22.984112074052643, -43.21160108786743",,
"Estética ",,"Centro de Estetica Á Bonita","(21) 2558-3122",,,,,,,,"Rua, Largo do Machado, 29 - sala 307","Catete","Rio de Janeiro "," RJ","22221-020","-22.931326175399143, -43.17836940298661",,
,"SAÚDE","Espaco Dellas Ipanema","(21) 2499-2370",,,,,,,,"Rua Visconde de Pirajá, 547, R. Aníbal de Mendonça, 81 - sobreloja 219 - Ipanema, Rio de Janeiro - RJ, 22410-900","Ipanema","Rio de Janeiro","RJ","22410-900","-22.98406448869768, -43.211675418358276",,
"Estetica",,"Studio Maria Moreira - Estética e Beleza","(21) 3496-2355",,,,,,,,"R. Pedro Américo, n. 348 - Loja B - Catete, Rio de Janeiro - RJ, 22211-200",,,,,,,
"Ortopédicos ",,"Med Shop","(21) 2286-2485",,,,,,,,"R. Voluntários da Pátria, 126 - Botafogo, Rio de Janeiro - RJ, 22270-000",,,,,,,
,"SAÚDE","Dermalounge.","(21) 3439-2038",,,,,,,,"R. Visc. de Pirajá, 82 - sala 406 - Ipanema, Rio de Janeiro - RJ, 22410-904","Ipanema","Rio de Janeiro","RJ","22410-904","-22.984232299480773, -43.19753706068632",,
"Ortopédicos ",,"TECNOMEDI Botafogo Produtos Médicos & Ortopédicos, Saúde & Bem Estar","(21) 2537-7935",,,,,,,,"R. Voluntários da Pátria, 336 - Loja B - Botafogo, Rio de Janeiro - RJ, 22270-016",,,,,,,
"Ortopedico",,"Saúde & Ortopedia","(21) 2225-6363",,,,,,,,"R. do Catete, 347 - Loja 3 - Catete, Rio de Janeiro - RJ, 22220-001",,,,,,,
,"SAÚDE","Estética TEAR","(21) 99164-8157",,,,,,,,"R. Visc. de Pirajá, 82 - sobreloja 211 - Ipanema, Rio de Janeiro - RJ, 22410-904","Ipanema","Rio de Janeiro","RJ","22410-904","-22.984074380341784, -43.19756780301435",,
"Ortopédicos ",,"Saúde & Ortopedia Botafogo mascara pff2 mascara 3m aura","(21) 2497-3132",,,,,,,,"R. Voluntários da Pátria, 445 - loja E - Botafogo, Rio de Janeiro - RJ, 22270-903",,,,,,,
"Ortopedico",,"Curativa Med","(21) 99370-2073",,,,,,,,"R. do Catete, 228 - Loja 307 - Catete, Rio de Janeiro - RJ, 22220-001",,,,,,,
,"SAÚDE","Studio de Depilação e Estética - Belle Depil","(21) 2239-8751",,,,,,,,"R. Visc. de Pirajá, 550 - loja 328 - Ipanema, Rio de Janeiro - RJ, 22410-901","Ipanema","Rio de Janeiro","RJ","22410-901","-22.983501710656814, -43.211915389522375",,
"Ortopédicos ",,"Chrismedical Produtos Médicos Hospitalares","(21) 99998-5202",,,,,,,,"R. Gen. Polidoro, 58 - Loja 104 - Botafogo, Rio de Janeiro - RJ, 22280-005",,,,,,,
"Ortopedico ",,"Condormed","(21) 99553-8121",,,,,,,,"Galeria Condor, Largo do Machado, 29 - sobreloja 202 - Catete, Rio de Janeiro - RJ, 22221-901",,,,,,,
"Ortopédicos ",,"Oxigenar Terapia Respiratoria - Cpap - Concentrador de oxigênio","(21) 3577-5006",,,,,,,,"R. Real Grandeza, n 108 - sala 220 - Botafogo, Rio de Janeiro - RJ, 22281-034",,,,,,,
"Turismo ","TURISMO","Rocinha Original Tour","(21) 98041-8585",,,,,,,,"Estr. da Gávea, 398","Gávea","Rio de Janeiro","RJ","22451-264","-22.98759721754267, -43.24657258952224",,
,"SAÚDE","TECNOMEDI Ipanema Produtos Médicos & Ortopédicos","(21) 2267-7209",,,,,,,,"R. Vinícius de Moraes, 110 - Loja A - Ipanema, Rio de Janeiro - RJ, 22411-010","Ipanema","Rio de Janeiro","RJ","22411-010","-22.983707619490794, -43.20274301835828",,
"Ortopedico",,"Barão Equipamentos Especiais Ltda","(21) 2205-6877",,,,,,,,"R. Dois de Dezembro, 118 - Catete, Rio de Janeiro - RJ, 22220-040",,,,,,,
,"SAÚDE","Saúde & Ortopedia Ipanema","(21) 3813-5577",,,,,,,,"Centro Comercial Visconde de Pirajá, R. Visc. de Pirajá, 156 - H - Ipanema, Rio de Janeiro - RJ, 22410-000","Ipanema","Rio de Janeiro","RJ","22410-000","-22.98340438936715, -43.200383488458435",,
"Turismo ","TURISMO","Vai Voando","(21) 2422-7092",,,,,,,,"Caminho do Boiadeiro, 9","Rocinha","Rio de Janeiro","RJ","22610-001","-22.989554167448723, -43.251479216506134",,
,"SAÚDE","Casa do Médico - Loja Oficial","(21) 3952-7662",,,,,,,,"R. Prudente de Morais, 167 - Ipanema, Rio de Janeiro - RJ, 22420-041","Ipanema","Rio de Janeiro","RJ","22420-041","-22.985539437096495, -43.19850707603039",,
"Agência de turismo","TURISMO","Turistando RJ - Agência de Turismo no Rio de Janeiro","(21) 99015-4309",,,,,,,,"Av. Nossa Sra. de Copacabana, 542","Copacabana","Rio de Janeiro","RJ","22060-001","-22.968387237589972, -43.18452573370266",,
"Ortopédicos ",,"Clínica Ottobock Rio de Janeiro","(21) 2246-1388",,,,,,,,"Rua São Clemente, 325 | Botafogo CEP 22260-009, |, RJ",,,,,,,
"TI",,"All The Best Informática","(21) 2557-9079",,,,,,,,"R. do Catete, 228 - Loja 205 - Catete, Rio de Janeiro - RJ, 22220-001",,,,,,,
"Turismo ","TURISMO","Giro Carioca Tour","(21) 96977-6873",,,,,,,,"Rocinha, Rio de Janeiro","Rocinha","Rio de Janeiro","RJ","22451-490","-22.991586700795995, -43.25130254534209",,
"TI",,"SM Informatica","(21) 3027-3359",,,,,,,,"R. do Catete, 326 - LJ 57 - Catete, Rio de Janeiro - RJ, 22210-001",,,,,,,
"Turismo ",,"Free Hiking Rio","(21) 99507-4462",,,,,,,,"R. Gen. Olímpio Mourão Filho, 110 - São Conrado, Rio de Janeiro - RJ, 22610-020",,,,,,,
"TI",,"Infoangell Informática Ltda","(21) 2285-1011",,,,,,,,"R. Corrêa Dutra, 99 - Sobreloja 203 - Catete, Rio de Janeiro - RJ, 22210-050",,,,,,,
"Agência de turismo","TURISMO","RIO 40º TURISMO - PASSEIOS, TOURS E EXPERIÊNCIAS PELO RIO RJ","(21) 97498-1249",,,,,,,,"Av. Nossa Sra. de Copacabana, 435 / 503","Copacabana","Rio de Janeiro","RJ","22020-002","-22.967544179150018, -43.18215995883484",,
,,"Ciência Moderna - Leblon","(21) 2434-8035",,,,,,,," Av. Ataulfo de Paiva, 765 - Loja B - Leblon, Rio de Janeiro - RJ, 22440-034",,,,,,,
"TI",,"Master Digital Rio","(21) 99941-7640",,,,,,,,"Rua Bento Lisboa, Nº32 - Catete, Rio de Janeiro - RJ, 22221-011",,,,,,,
"Estética ",,"Cristiane Teotonio saúde & Estética","(21) 96878-9207",,,,,,,,"R. Voluntários da Pátria, 450 - Botafogo, Rio de Janeiro - RJ, 22270-010",,,,,,,
"Turismo ",,"portfolio travel","(21) 2529-2670",,,,,,,,"Estr. da Gávea, 827 - São Conrado, Rio de Janeiro - RJ, 22610-001",,,,,,,
,,"iPlace Shopping Leblon:","(21) 3900-1748",,,,,,,,"Av. Afrânio de Melo Franco, 290 - 3° Andar - Leblon, Rio de Janeiro - RJ, 22430-060",,,,,,,
"TI",,"BCR Informática Cursos & Assistência Técnica","(21) 3042-0067",,,,,,,,"R. Bento Lisboa, 9 ","Catete","Rio de Janeiro","RJ","22221-010","-22.925017819496013, -43.17931925881008",,
"Agência de turismo","TURISMO","C2Rio Tours & Travel","(21) 3828-0370",,,,,,,,"Av. Princesa Isabel, 10","Copacabana","Rio de Janeiro","RJ","22011-010","-22.964177385451613, -43.173452931850825",,
"Estética ",,"Estética em Botafogo - Spazio Bella Silhueta","(21) 98376-2750",,,,,,,,"Casarão vermelho 1º e - Rua das Palmeiras, 19 - 3º andar - Botafogo, Rio de Janeiro - RJ, 22270-070",,,,,,,
"Turismo ",,"Favela Tour","(21) 99989-0074",,,,,,,,"Estrada da Canoa - São Conrado, Rio de Janeiro - RJ, 22610-210",,,,,,,
,,"CLUSTER","(21) 2294-4422",,,,,,,,"Av. Afrânio de Melo Franco, 290 - Leblon, Rio de Janeiro - RJ, 22430-060",,,,,,,
"estética ",,"Madona Clinic Botafogo","(21) 99998-1206",,,,,,,,"Praia de Botafogo, 300 - Terreo - Botafogo, Rio de Janeiro - RJ, 22250-040",,,,,,,
,,"Playrec Info","(21) 2512-4420",,,,,,,,"Av. Ataulfo de Paiva, 1079 - 119 - Leblon, Rio de Janeiro - RJ, 22440-034",,,,,,,
"Agência de turismo","TURISMO","Tour Pelo Mundo agência e Operadora de Turismo","(21) 99227-4181",,,,,,,,"R. Barata Ribeiro, 399","Copacabana","Rio de Janeiro","RJ","22040-001","-22.96854602431833, -43.18559113370283",,
"Estética ",,"Espaço Facial","(21) 2137-2187",,,,,,,,"Praia de Botafogo, 400 Piso 1 Loja 151 - Botafogo, Rio de Janeiro - RJ, 22250-040",,,,,,,
"Estética ","SAÚDE","Clínica Bella Estética Rocinha","(21) 99628-2403",,,,,,,,"Via Ápia da Rocinha, 4","Rocinha","Rio de Janeiro","RJ","22451-540","-22.99074301243586, -43.252273500022945",,
"Estética ","SAÚDE","AB ESTÉTICA ROCINHA RJ - ALE BEAUTY - LIMPEZA DE PELE - DEPILAÇÃO A LASER - MICROPIGMENTAÇÃO LABIAL - TRATAMENTO DE ACNE ETC","(21) 97903-9559",,,,,,,,"Estr. da Gávea, 377A","Rocinha","Rio de Janeiro","RJ","22451-262","-22.98757441750423, -43.24532247232627",,
"TI",,"Vinitech","(21) 99582-2273",,,,,,,,"R. do Catete, 62 - sobreloja - Catete, Rio de Janeiro - RJ, 22220-000",,,,,,,
"Estética ",,"Espaço Valongo - Luciana Castro Massoterapia e Estética","(21) 98353-1158",,,,,,,,"Espaço Valongo - R. Real Grandeza, 171 - Botafogo, Rio de Janeiro - RJ, 22281-035",,,,,,,
,,"Beautique Salão de Beleza e Estética","(21) 2274-4528",,,,,,,,"R. José Linhares, 100 - Leblon, Rio de Janeiro - RJ, 22430-220",,,,,,,
"Estética ","SAÚDE","Estética Elaine Bezerra","(21) 98874-3720",,,,,,,,"Via Ápia da Rocinha","Rocinha","Rio de Janeiro","RJ","22451-265","-22.99109989369611, -43.2518339299982",,
"TI",,"Solução Digital","(21) 2558-1144",,,,,,,,"Largo do Machado, 54 - loja 101 - Catete, Rio de Janeiro - RJ, 22221-020",,,,,,,
,,"Marcia Coutinho Estética - Leblon","(21) 2512-8764",,,,,,,,"Av. Afrânio de Melo Franco, 170 - Leblon, Rio de Janeiro - RJ, 22430-060",,,,,,,
"Agência de turismo","TURISMO","Smart Rio Tour - Tour no Rio de Janeiro ( Agência de Turismo )","(21) 96501-6101",,,,,,,,"Av. Nossa Sra. de Copacabana, 978 - Sala 409","Copacabana","Rio de Janeiro","RJ","22060-002","-22.976228610103966, -43.19048357232652",,
"Estética ",,"Clínica de Estética Mariah Costa","(21) 99625-8518",,,,,,,,"Praia de Botafogo, 340 - Loja 5 - Botafogo, Rio de Janeiro - RJ, 22250-040",,,,,,,
"Estética ","SAÚDE","Diana Ítala - Centro de Estética","(21) 97016-1221",,,,,,,,"Estr. da Gávea, 558","Rocinha","Rio de Janeiro","RJ","22451-540","-22.99032312212638, -43.2524022471942",,
"TI",,"Informal Informática","(21) 2555-2650",,,,,,,,"R. do Catete, 311 - 1311 - Catete, Rio de Janeiro - RJ, 21043-070",,,,,,,
,,"BODYCLINIC Cirurgia Plástica & Estética Avançada","(21) 2492-0405",,,,,,,,"R. Gen. Artigas, 232a - Leblon, Rio de Janeiro - RJ, 22441-140",,,,,,,
"Estética ","SAÚDE","Clinica Andreia Reis","(21) 99305-4654",,,,,,,,"Rua, Estr. da Gávea, 199 - , - RJ,","Rocinha","Rio de Janeiro","RJ","22451-264","-22.985699391326847, -43.2429703453423",,
,,"Damier Clinique","(21) 98987-6153",,,,,,,,"R. Cupertino Durão, 81 - sala 2 - Leblon, Rio de Janeiro - RJ, 22441-030",,,,,,,
"Estética ","SAÚDE","Studio Paula leite","(21) 99741-1683",,,,,,,,"Estr. da Gávea, 407 - n'2","Rocinha","Rio de Janeiro","RJ","22451-265","-22.98794692537853, -43.24664818767024",,
"Turismo ",,"CVC Botafogo Praia Shopping","(21) 3503-6229",,,,,,,,"Praia de Botafogo, 400 - loja 233 e 234 - Botafogo, Rio de Janeiro - RJ, 22250-040",,,,,,,
"Turismo ",,"CI Intercâmbio","(21) 3190-6120",,,,,,,,"R. São Clemente, 359 - Loja A - Botafogo, Rio de Janeiro - RJ, 22260-009",,,,,,,
,,"Katia Beauté","(21) 2540-7593",,,,,,,,"R. Humberto de Campos, 827 - Leblon, Rio de Janeiro - RJ, 22430-190",,,,,,,
"Este","SAÚDE","Harmonização - Dra. Eliane Cristina","(21) 96909-6543",,,,,,,,"Estr. da Gávea, 558 - sala 104","Rocinha","Rio de Janeiro","RJ","21471-261","-22.98843690133793, -43.25149838851946",,
"TI",,"EXPRESS HOMECELL","(21) 98111-1755",,,,,,,,"Silveira Martins, Rio de Janeiro - RJ, 22221-000",,,,,,,
"Turismo ",,"Abreutur Shopping Rio Sul","(21) 2586-1800",,,,,,,,"Rua Lauro Muller, 116, 3° piso, Loja 301, Cj 59 - Botafogo, Rio de Janeiro - RJ, 22299-906",,,,,,,
"Estética ","SAÚDE","Estética Nina sousa","(21) 99941-2763",,,,,,,,"Estr. da Gávea, 454","Rocinha","Rio de Janeiro","RJ","22451-265","-22.988086002375283, -43.24879504534232",,
"TI",,"Senior GKO","(21) 2533-3503",,,,,,,,"R. do Catete, 359 - Bloco A, Sala 1201 - Catete, Rio de Janeiro - RJ, 22220-001",,,,,,,
,,"Pontomed Bartolomeu Mitre","(21) 97596-4036",,,,,,,,"Av. Bartolomeu Mitre, 630 - Loja G - Leblon, Rio de Janeiro - RJ, 22431-004",,,,,,,
"Turismo ",,"Terra Brazil","(21) 2543-3185",,,,,,,,"R. Gen. Severiano, 217 - sala 01 - Botafogo, Rio de Janeiro - RJ, 22290-040",,,,,,,
"TI",,"VEMCELL","(21) 98137-9751",,,,,,,,"R. Alm. Tamandaré, 26 - Loja 36 - Catete, Rio de Janeiro - RJ, 22210-060",,,,,,,
,,"Allpharma Ortopédicos","(21) 2511-4070",,,,,,,,"Av. Ataulfo de Paiva, 722 - Leblon, Rio de Janeiro - RJ, 22440-033",,,,,,,
"Turismo ",,"Easy Destinos Operadora","(21) 3281-8894",,,,,,,,"Rua São Clemente, 214, Salas 501 e 503 - Botafogo, Rio de Janeiro - RJ, 22260-004",,,,,,,
